Time,AccelX_g,AccelY_g,AccelZ_g,GyroX_deg_per_s,GyroY_deg_per_s,GyroZ_deg_per_s,AngleX_deg,AngleY_deg,AngleZ_deg,MagX_uT,MagY_uT,MagZ_uT
 20:35:17.640, -0.047, 0.016, -1.002, 0.000, 0.122, 0.000, 178.918, 2.845, -35.804, -26.517, -37.383, 8.550,
 20:35:17.734, -0.049, 0.015, -1.003, 0.000, -0.061, 0.000, 178.918, 2.840, -35.810, -26.567, -37.467, 8.750,
 20:35:17.829, -0.047, 0.018, -1.002, 0.000, -0.061, 0.000, 178.923, 2.840, -35.804, -26.392, -37.492, 8.575,
 20:35:17.938, -0.048, 0.017, -1.002, 0.000, 0.000, 0.000, 178.923, 2.834, -35.799, -26.342, -37.458, 8.375,
 20:35:18.032, -0.047, 0.018, -1.002, 0.000, 0.000, 0.000, 178.929, 2.834, -35.793, -26.433, -37.450, 8.442,
 20:35:18.126, -0.048, 0.017, -1.001, -0.061, -0.061, 0.000, 178.929, 2.829, -35.793, -26.408, -37.417, 8.683,
 20:35:18.224, -0.048, 0.018, -1.003, 0.000, 0.061, 0.000, 178.934, 2.829, -35.788, -26.442, -37.417, 8.767,
 20:35:18.329, -0.049, 0.016, -1.002, 0.000, -0.122, 0.000, 178.934, 2.823, -35.782, -26.450, -37.525, 8.433,
 20:35:18.423, -0.049, 0.019, -1.002, 0.000, -0.061, 0.000, 178.940, 2.823, -35.777, -26.383, -37.500, 8.633,
 20:35:18.535, -0.049, 0.018, -1.004, -0.061, -0.061, 0.000, 178.945, 2.818, -35.777, -26.458, -37.475, 8.633,
 20:35:18.629, -0.049, 0.016, -1.003, -0.061, 0.061, 0.000, 178.945, 2.823, -35.777, -26.442, -37.367, 8.808,
 20:35:18.724, -0.047, 0.017, -1.002, 0.000, -0.061, 0.000, 178.951, 2.818, -35.777, -26.350, -37.317, 8.550,
 20:35:18.831, -0.049, 0.016, -1.002, 0.000, -0.061, 0.000, 178.951, 2.818, -35.771, -26.342, -37.533, 8.625,
 20:35:18.926, -0.048, 0.018, -1.002, 0.000, -0.122, 0.000, 178.956, 2.818, -35.760, -26.342, -37.458, 8.650,
