xvalue,yvalue,time
-1.4155853658536581,4.228170731707317,2024-07-24 09:51:30.022
-1.378414634146341,4.633951219512196,2024-07-24 09:51:30.124
-1.6757804878048774,5.014951219512196,2024-07-24 09:51:30.225
-1.6355121951219507,5.584902439024391,2024-07-24 09:51:30.327
-1.7903902439024384,6.294243902439025,2024-07-24 09:51:30.428
-1.7903902439024384,7.003585365853659,2024-07-24 09:51:30.529
-1.5952439024390237,8.087731707317074,2024-07-24 09:51:30.631
-1.7098536585365847,8.976731707317073,2024-07-24 09:51:30.733
-1.8740243902439018,9.432073170731707,2024-07-24 09:51:30.834
-2.066073170731707,9.713951219512195,2024-07-24 09:51:30.936
-2.066073170731707,9.834756097560975,2024-07-24 09:51:31.037
-2.2333414634146336,9.847146341463414,2024-07-24 09:51:31.138
-2.4346829268292676,9.825463414634147,2024-07-24 09:51:31.240
-2.3231707317073162,9.949365853658536,2024-07-24 09:51:31.341
-2.3231707317073162,10.067073170731707,2024-07-24 09:51:31.443
-1.9111951219512187,10.506926829268291,2024-07-24 09:51:31.544
-1.8740243902439015,10.832170731707317,2024-07-24 09:51:31.646
-1.7253414634146333,11.498146341463414,2024-07-24 09:51:31.747
-1.7346341463414625,12.021634146341462,2024-07-24 09:51:31.850
-1.6819756097560967,12.17341463414634,2024-07-24 09:51:31.950
-1.7470243902439015,12.963292682926827,2024-07-24 09:51:32.052
-1.6231219512195114,13.146048780487803,2024-07-24 09:51:32.153
-1.564268292682926,13.3040243902439,2024-07-24 09:51:32.254
-1.691268292682926,13.527048780487801,2024-07-24 09:51:32.356
-1.7191463414634138,13.886365853658534,2024-07-24 09:51:32.457
-1.9731463414634138,13.94521951219512,2024-07-24 09:51:32.559
-1.880219512195121,14.0660243902439,2024-07-24 09:51:32.660
-1.7098536585365844,14.127975609756096,2024-07-24 09:51:32.761
-1.7625121951219502,14.158951219512193,2024-07-24 09:51:32.863
-1.712951219512194,14.214707317073168,2024-07-24 09:51:32.965
-1.712951219512194,14.639073170731704,2024-07-24 09:51:33.066
-2.5585853658536575,15.351512195121948,2024-07-24 09:51:33.167
-2.639121951219511,15.388682926829265,2024-07-24 09:51:33.269
-3.5683902439024378,15.7170243902439,2024-07-24 09:51:33.371
-6.857999999999999,16.655585365853657,2024-07-24 09:51:33.472
-8.273585365853657,17.048975609756095,2024-07-24 09:51:33.574
-8.691756097560974,17.24412195121951,2024-07-24 09:51:33.676
-8.933365853658534,17.380414634146337,2024-07-24 09:51:33.777
-9.10373170731707,17.433073170731703,2024-07-24 09:51:33.879
-9.314365853658535,17.44546341463414,2024-07-24 09:51:33.980
-10.423292682926828,17.86673170731707,2024-07-24 09:51:34.086
-11.866756097560975,18.4490731707317,2024-07-24 09:51:34.183
-12.588487804878048,18.662804878048775,2024-07-24 09:51:34.285
-13.762463414634144,19.149121951219506,2024-07-24 09:51:34.387
-13.895658536585364,19.07168292682926,2024-07-24 09:51:34.488
-13.901853658536583,18.99114634146341,2024-07-24 09:51:34.589
-13.901853658536583,19.019024390243896,2024-07-24 09:51:34.691
-13.901853658536583,18.93229268292682,2024-07-24 09:51:34.792
-13.911146341463413,18.94158536585365,2024-07-24 09:51:34.900
-13.81512195121951,18.892024390243897,2024-07-24 09:51:34.995
-13.976195121951218,18.826975609756094,2024-07-24 09:51:35.102
-13.979292682926827,18.755731707317068,2024-07-24 09:51:35.198
-14.016463414634144,18.681390243902435,2024-07-24 09:51:35.299
-14.007170731707314,18.7340487804878,2024-07-24 09:51:35.400
-14.05982926829268,18.616341463414628,2024-07-24 09:51:35.502
-14.103195121951217,18.83626829268292,2024-07-24 09:51:35.604
-14.233292682926827,18.873439024390237,2024-07-24 09:51:35.706
-14.245682926829266,18.85175609756097,2024-07-24 09:51:35.807
-14.233292682926827,18.876536585365848,2024-07-24 09:51:35.917
-14.295243902439022,18.876536585365848,2024-07-24 09:51:36.009
-14.289048780487803,18.882731707317067,2024-07-24 09:51:36.120
-14.462512195121949,19.183195121951215,2024-07-24 09:51:36.212
-14.617390243902436,19.279219512195116,2024-07-24 09:51:36.314
-14.639073170731704,19.412414634146337,2024-07-24 09:51:36.414
-14.670048780487802,19.46197560975609,2024-07-24 09:51:36.519
-14.660756097560972,19.446487804878043,2024-07-24 09:51:36.618
-14.635975609756095,19.393829268292677,2024-07-24 09:51:36.724
-14.614292682926827,19.465073170731703,2024-07-24 09:51:36.820
-14.611195121951218,19.427902439024386,2024-07-24 09:51:36.922
-14.679341463414632,19.38143902439024,2024-07-24 09:51:37.023
-14.806341463414633,19.644731707317067,2024-07-24 09:51:37.124
-15.001487804878048,19.827487804878043,2024-07-24 09:51:37.226
-14.97360975609756,19.895634146341457,2024-07-24 09:51:37.328
-15.035560975609755,19.96068292682926,2024-07-24 09:51:37.429
-14.95812195121951,19.908024390243895,2024-07-24 09:51:37.535
-14.914756097560973,19.929707317073163,2024-07-24 09:51:37.632
-14.995292682926827,19.914219512195114,2024-07-24 09:51:37.742
-15.004585365853657,19.923512195121944,2024-07-24 09:51:37.835
-15.047951219512194,19.932804878048774,2024-07-24 09:51:37.937
-15.072731707317072,19.96997560975609,2024-07-24 09:51:38.037
-14.979804878048778,20.025731707317068,2024-07-24 09:51:38.139
-15.004585365853655,20.12795121951219,2024-07-24 09:51:38.239
-14.992195121951216,20.214682926829266,2024-07-24 09:51:38.341
-14.886878048780485,20.341682926829264,2024-07-24 09:51:38.442
-14.883780487804875,20.332390243902434,2024-07-24 09:51:38.553
-14.886878048780485,20.316902439024386,2024-07-24 09:51:38.645
-14.911658536585362,20.295219512195118,2024-07-24 09:51:38.748
-14.93334146341463,20.285926829268288,2024-07-24 09:51:38.848
-14.951926829268288,20.276634146341458,2024-07-24 09:51:38.950
-14.955024390243898,20.27043902439024,2024-07-24 09:51:39.050
-14.93024390243902,20.27043902439024,2024-07-24 09:51:39.152
-14.908560975609753,20.282829268292677,2024-07-24 09:51:39.253
-14.896170731707313,20.276634146341458,2024-07-24 09:51:39.354
-14.896170731707313,20.24565853658536,2024-07-24 09:51:39.455
-14.862097560975606,20.23017073170731,2024-07-24 09:51:39.557
-14.855902439024387,20.223975609756092,2024-07-24 09:51:39.658
-14.858999999999996,20.202292682926824,2024-07-24 09:51:39.760
-14.862097560975606,20.202292682926824,2024-07-24 09:51:39.861
-14.843512195121948,20.205390243902436,2024-07-24 09:51:39.965
-14.858999999999996,20.205390243902436,2024-07-24 09:51:40.064
-14.846609756097557,20.214682926829266,2024-07-24 09:51:40.173
